log_area	enum_name	client_id	client_title
otherAreas	BOMBS_AWAY	96	Bombs Away!
otherAreas	MITHRAN_DELICACIES	97	Mithran Delicacies
otherAreas	GIVE_A_MOOGLE_A_BREAK	100	Give a Moogle a Break
otherAreas	THE_MOOGLE_PICNIC	101	The Moogle's Picnic!
otherAreas	MOOGLES_IN_THE_WILD	102	Moogles in the Wild
otherAreas	MISSIONARY_MOBLIN	103	Missionary Moblin
otherAreas	FOR_THE_BIRDS	104	For the Birds
otherAreas	BETTER_THE_DEMON_YOU_KNOW	105	Better the Demon You Know
otherAreas	AN_UNDERSTANDING_OVERLORD	106	An Understanding Overlord?
otherAreas	AN_AFFABLE_ADAMANTKING	107	An Affable Adamantking?
otherAreas	A_MORAL_MANIFEST	108	A Moral Manifest?
otherAreas	A_GENEROUS_GENERAL	109	A Generous General?
outlands	THE_FIREBLOOM_TREE	1	The Firebloom Tree
outlands	GREETINGS_TO_THE_GUARDIAN	2	Greetings to the Guardian
outlands	A_QUESTION_OF_TASTE	3	A Question of Taste
outlands	EVERYONES_GRUDGING	4	Everyone's Grudging
outlands	YOU_CALL_THAT_A_KNIFE	6	You Call That a Knife?
outlands	MISSIONARY_MAN	7	Missionary Man
outlands	GULLIBLES_TRAVELS	8	Gullible's Travels
outlands	EVEN_MORE_GULLIBLES_TRAVELS	9	Even More Gullible's Travels
outlands	PERSONAL_HYGIENE	10	Personal Hygiene
outlands	THE_OPO_OPO_AND_I	11	The Opo-opo and I
outlands	TRIAL_BY_FIRE	12	Trial by Fire
outlands	CLOAK_AND_DAGGER	13	Cloak and Dagger
outlands	A_DISCERNING_EYE	14	A Discerning Eye (Kazham)
outlands	TRIAL_SIZE_TRIAL_BY_FIRE	15	Trial-Size Trial by Fire
outlands	VOIDWATCH_OPS_BORDER_CROSSING	100	FRクエスト100
outlands	VW_OP_054_ELSHIMO_LIST	101	FRクエスト101
outlands	VW_OP_101_DETOUR_TO_ZEPWELL	102	FRクエスト102
outlands	VW_OP_115_LI_TELOR_VARIANT	103	FRクエスト103
outlands	SKYWARD_HO_VOIDWATCHER	104	FRクエスト104
outlands	THE_SAHAGINS_KEY	128	The Sahagin's Key
outlands	FORGE_YOUR_DESTINY	129	Forge Your Destiny
outlands	BLACK_MARKET	130	Black Market
outlands	MAMA_MIA	131	Mama Mia
outlands	STOP_YOUR_WHINING	132	Stop Your Whining
outlands	TRIAL_BY_WATER	133	Trial by Water
outlands	EVERYONES_GRUDGE	134	Everyone's Grudge
outlands	SECRET_OF_THE_DAMP_SCROLL	135	Secret of the Damp Scroll
outlands	THE_SAHAGINS_STASH	136	The Sahagin's Stash
outlands	ITS_NOT_YOUR_VAULT	137	It's Not Your Vault
outlands	LIKE_A_SHINING_SUBLIGAR	138	Like a Shining Subligar
outlands	LIKE_SHINING_LEGGINGS	139	Like Shining Leggings
outlands	THE_SACRED_KATANA	140	The Sacred Katana
outlands	YOMI_OKURI	141	Yomi Okuri
outlands	A_THIEF_IN_NORG	142	A Thief in Norg!?
outlands	TWENTY_IN_PIRATE_YEARS	143	20 in Pirate Years
outlands	I_LL_TAKE_THE_BIG_BOX	144	I'll Take the Big Box
outlands	TRUE_WILL	145	True Will
outlands	THE_POTENTIAL_WITHIN	146	The Potential Within
outlands	BUGI_SODEN	147	Bugi Soden
outlands	TRIAL_SIZE_TRIAL_BY_WATER	148	Trial-Size Trial by Water
outlands	AN_UNDYING_PLEDGE	149	An Undying Pledge
outlands	WRATH_OF_THE_OPO_OPOS	160	Wrath of the Opo-opos
outlands	WANDERING_SOULS	161	Wandering Souls
outlands	SOUL_SEARCHING	162	Soul Searching
outlands	DIVINE_MIGHT	163	Divine Might
outlands	DIVINE_MIGHT_REPEAT	164	FRクエスト164
outlands	OPEN_SESAME	165	FRクエスト165
outlands	DONT_FORGET_THE_ANTIDOTE	192	Don't Forget the Antidote
outlands	THE_MISSING_PIECE	193	The Missing Piece
outlands	TRIAL_BY_WIND	194	Trial by Wind
outlands	THE_KUFTAL_TOUR	195	The Kuftal Tour
outlands	THE_IMMORTAL_LU_SHANG	196	The Immortal Lu Shang
outlands	TRIAL_SIZE_TRIAL_BY_WIND	197	Trial-Size Trial by Wind
outlands	CHASING_DREAMS	199	Chasing Dreams
outlands	THE_SEARCH_FOR_GOLDMANE	200	The Search for Goldmane
outlands	INDOMITABLE_SPIRIT	201	Indomitable Spirit
ahtUrhgan	KEEPING_NOTES	0	Keeping Notes
ahtUrhgan	ARTS_AND_CRAFTS	1	Arts and Crafts
ahtUrhgan	OLDUUM	2	Olduum
ahtUrhgan	GOT_IT_ALL	3	Got It All
ahtUrhgan	GET_THE_PICTURE	4	Get the Picture
ahtUrhgan	AN_EMPTY_VESSEL	5	An Empty Vessel
ahtUrhgan	LUCK_OF_THE_DRAW	6	Luck of the Draw
ahtUrhgan	NO_STRINGS_ATTACHED	7	No Strings Attached
ahtUrhgan	FINDING_FAULTS	8	Finding Faults
ahtUrhgan	GIVE_PEACE_A_CHANCE	9	Give Peace a Chance
ahtUrhgan	THE_ART_OF_WAR	10	The Art of War
ahtUrhgan	A_TASTE_OF_HONEY	12	A Taste of Honey
ahtUrhgan	SUCH_SWEET_SORROW	13	Such Sweet Sorrow
ahtUrhgan	FEAR_OF_THE_DARK_II	14	Fear of the Dark II
ahtUrhgan	COOK_A_ROON	15	Cook-a-roon?
ahtUrhgan	THE_DIE_IS_CAST	16	The Die Is Cast
ahtUrhgan	TWO_HORN_THE_SAVAGE	17	Two Horn the Savage
ahtUrhgan	TOTOROONS_TREASURE_HUNT	18	Totoroon's Treasure Hunt
ahtUrhgan	WHAT_FRIENDS_ARE_FOR	19	What Friends Are For
ahtUrhgan	ROCK_BOTTOM	20	Rock Bottom
ahtUrhgan	BEGINNINGS	21	Beginnings
ahtUrhgan	OMENS	22	Omens
ahtUrhgan	TRANSFORMATIONS	23	Transformations
ahtUrhgan	EQUIPPED_FOR_ALL_OCCASIONS	24	Equipped for All Occasions
ahtUrhgan	NAVIGATING_THE_UNFRIENDLY_SEAS	25	Navigating the Unfriendly Seas
ahtUrhgan	AGAINST_ALL_ODDS	26	Against All Odds
ahtUrhgan	THE_WAYWARD_AUTOMATON	27	The Wayward Automaton
ahtUrhgan	OPERATION_TEATIME	28	Operation Teatime
ahtUrhgan	PUPPETMASTER_BLUES	29	Puppetmaster Blues
ahtUrhgan	MOMENT_OF_TRUTH	30	Moment of Truth
ahtUrhgan	THREE_MEN_AND_A_CLOSET	31	ATクエスト00
ahtUrhgan	FIVE_SECONDS_OF_FAME	32	ATクエスト00
ahtUrhgan	THE_BEAST_WITHIN	40	The Beast Within
ahtUrhgan	BREAKING_THE_BONDS_OF_FATE	41	Breaking the Bonds of Fate
ahtUrhgan	SAGA_OF_THE_SKYSERPENT	43	Saga of the Skyserpent
ahtUrhgan	ODE_TO_THE_SERPENTS	44	ATクエスト00
ahtUrhgan	WHEN_THE_BOW_BREAKS	45	ATクエスト00
ahtUrhgan	FIST_OF_THE_PEOPLE	46	ATクエスト00
ahtUrhgan	SOOTHING_WATERS	47	ATクエスト00
ahtUrhgan	EMBERS_OF_HIS_PAST	48	ATクエスト00
ahtUrhgan	THE_PRANKSTER	60	The Prankster
ahtUrhgan	DELIVERING_THE_GOODS	61	Delivering the Goods
ahtUrhgan	VANISHING_ACT	62	Vanishing Act
ahtUrhgan	STRIKING_A_BALANCE	63	Striking a Balance
ahtUrhgan	NOT_MEANT_TO_BE	64	Not Meant to Be
ahtUrhgan	LED_ASTRAY	65	Led Astray
ahtUrhgan	RAT_RACE	66	ATクエスト00
ahtUrhgan	THE_PRINCE_AND_THE_HOPPER	67	ATクエスト00
ahtUrhgan	VW_OP_050_AHT_URGAN_ASSAULT	68	ATクエスト00
ahtUrhgan	VW_OP_068_SUBTERRAINEAN_SKIRMISH	69	ATクエスト00
ahtUrhgan	AN_IMPERIAL_HEIST	70	ATクエスト00
ahtUrhgan	DUTIES_TASKS_AND_DEEDS	71	ATクエスト00
ahtUrhgan	FORGING_A_NEW_MYTH	72	ATクエスト00
ahtUrhgan	COMING_FULL_CIRCLE	73	ATクエスト00
ahtUrhgan	WAKING_THE_COLOSSUS	74	ATクエスト00
ahtUrhgan	DIVINE_INTERFERENCE	75	ATクエスト00
ahtUrhgan	THE_RIDER_COMETH	76	ATクエスト00
ahtUrhgan	UNWAVERING_RESOLVE	77	ATクエスト00
ahtUrhgan	A_STYGIAN_PACT	78	ATクエスト00
ahtUrhgan	PROMOTION_PRIVATE_FIRST_CLASS	90	Promotion: Private First Class
ahtUrhgan	PROMOTION_SUPERIOR_PRIVATE	91	Promotion: Superior Private
ahtUrhgan	PROMOTION_LANCE_CORPORAL	92	Promotion: Lance Corporal
ahtUrhgan	PROMOTION_CORPORAL	93	Promotion: Corporal
ahtUrhgan	PROMOTION_SERGEANT	94	Promotion: Sergeant
ahtUrhgan	PROMOTION_SERGEANT_MAJOR	95	Promotion: Sergeant Major
ahtUrhgan	PROMOTION_CHIEF_SERGEANT	96	ATクエスト00
ahtUrhgan	PROMOTION_SECOND_LIEUTENANT	97	ATクエスト00
ahtUrhgan	PROMOTION_FIRST_LIEUTENANT	98	ATクエスト00
ahtUrhgan	PROMOTION_CAPTAIN	99	ATクエスト00
ahtUrhgan	SCOUTING_THE_ASHU_TALIF	101	Scouting the Ashu Talif
ahtUrhgan	ROYAL_PAINTER_ESCORT	102	Royal Painter Escort
ahtUrhgan	TARGETING_THE_CAPTAIN	103	Targeting the Captain
