log_area	enum_name	result	note
jeuno	A_NEW_DAWN	PARTIAL	only Sturm.lua mob hook read
jeuno	PAINFUL_MEMORY	CONFIRMED	
jeuno	THE_REQUIEM	PARTIAL	only Mataligeat.lua step read
jeuno	THE_CIRCLE_OF_TIME	PARTIAL	only Monastic_Cavern Altar.lua step read
jeuno	SEARCHING_FOR_THE_RIGHT_WORDS	PARTIAL	only Chululu.lua post-CS read
jeuno	BEAT_AROUND_THE_BUSHIN	PARTIAL	only Vola.lua start read
jeuno	DUCAL_HOSPITALITY	CONFIRMED	
jeuno	IN_THE_MOOD_FOR_LOVE	CONFIRMED	
jeuno	EMPTY_MEMORIES	CONFIRMED	
jeuno	HOOK_LINE_AND_SINKER	CONFIRMED	
jeuno	A_CHOCOBOS_TALE	CONFIRMED	
jeuno	A_REPUTATION_IN_RUINS	DEFECT	header admits simplified: Pso'Xja Gargoyle chain replaced by zone-in-and-return
jeuno	THE_GOBBIEBAG_PART_V	CONFIRMED	
jeuno	THE_GOBBIEBAG_PART_VI	CONFIRMED	
jeuno	BEYOND_THE_SUN	CONFIRMED	
jeuno	HAT_IN_HAND	PARTIAL	only Tosuka-Porika.lua step read
jeuno	STORMS_OF_FATE	CONFIRMED	
jeuno	SHADOWS_OF_THE_DEPARTED	CONFIRMED	
jeuno	APOCALYPSE_NIGH	DEFECT	title=BREAKER_OF_THE_CHAINS is a stray key at the end of quest.sections, not in quest.reward, so it is never granted and pollutes the sections table
jeuno	LURE_OF_THE_WILDCAT	CONFIRMED	
jeuno	THE_ROAD_TO_AHT_URHGAN	CONFIRMED	
jeuno	CHOCOBO_ON_THE_LOOSE	CONFIRMED	
jeuno	THE_GOBBIEBAG_PART_VII	CONFIRMED	
jeuno	THE_GOBBIEBAG_PART_VIII	CONFIRMED	
jeuno	LAKESIDE_MINUET	CONFIRMED	
jeuno	THE_UNFINISHED_WALTZ	CONFIRMED	
jeuno	THE_ROAD_TO_DIVADOM	CONFIRMED	
jeuno	COMEBACK_QUEEN	CONFIRMED	
jeuno	A_FURIOUS_FINALE	CONFIRMED	
jeuno	THE_MIRACULOUS_DALE	CONFIRMED	flagged: 10079 accept option unverified
jeuno	UNLOCKING_A_MYTH_WARRIOR	CONFIRMED	Zalsuhm.lua implements all 20 job variants
jeuno	UNLOCKING_A_MYTH_MONK	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_WHITE_MAGE	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_BLACK_MAGE	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_RED_MAGE	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_THIEF	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_PALADIN	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_DARK_KNIGHT	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_BEASTMASTER	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_BARD	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_RANGER	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_SAMURAI	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_NINJA	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_DRAGOON	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_SUMMONER	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_BLUE_MAGE	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_CORSAIR	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_PUPPETMASTER	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_DANCER	CONFIRMED	Zalsuhm.lua
jeuno	UNLOCKING_A_MYTH_SCHOLAR	CONFIRMED	Zalsuhm.lua
jeuno	THE_GOBBIEBAG_PART_IX	CONFIRMED	
jeuno	THE_GOBBIEBAG_PART_X	CONFIRMED	
jeuno	IN_DEFIANT_CHALLENGE	CONFIRMED	
jeuno	ATOP_THE_HIGHEST_MOUNTAINS	CONFIRMED	
jeuno	WHENCE_BLOWS_THE_WIND	CONFIRMED	
jeuno	RIDING_ON_THE_CLOUDS	CONFIRMED	
jeuno	SHATTERING_STARS	CONFIRMED	
jeuno	NEW_WORLDS_AWAIT	CONFIRMED	
jeuno	EXPANDING_HORIZONS	CONFIRMED	
jeuno	BEYOND_THE_STARS	CONFIRMED	
jeuno	DORMANT_POWERS_DISLODGED	CONFIRMED	
jeuno	BEYOND_INFINITY	CONFIRMED	
jeuno	ALL_IN_THE_CARDS	CONFIRMED	
jeuno	MARTIAL_MASTERY	CONFIRMED	
jeuno	VW_OP_115_VALKURM_DUSTER	DEFECT	stub: accept + immediate complete, no Ig-Alima kill. voidwatch_ops.lua engine now exists; rebuild on it
jeuno	VW_OP_118_BUBURIMU_SQUALL	DEFECT	stub: accept + immediate complete, no Botulus Rex kill. voidwatch_ops.lua engine now exists; rebuild on it
jeuno	PRELUDE_TO_PUISSANCE	CONFIRMED	
jeuno	RESEARCHERS_FROM_THE_WEST	CONFIRMED	
jeuno	MIDDLE_LANDS_INVESTIGATION	CONFIRMED	
jeuno	FURTHER_FOUNTS	CONFIRMED	
jeuno	TELEPORTS_BY_TWILIGHT	CONFIRMED	
jeuno	SHIFTY_SHADES_OF_PREY	CONFIRMED	data gap: no Fomor spawns in zone 195
jeuno	TO_KILL_MOCKING_BIRDS	CONFIRMED	
jeuno	FULL_SPEED_AHEAD	PARTIAL	only the helper globals file read
ahtUrhgan	KEEPING_NOTES	CONFIRMED	
ahtUrhgan	ARTS_AND_CRAFTS	CONFIRMED	
ahtUrhgan	OLDUUM	CONFIRMED	
ahtUrhgan	GOT_IT_ALL	CONFIRMED	
ahtUrhgan	GET_THE_PICTURE	NOT_IMPLEMENTED	deliberately inert; csids undecodable from our dump, needs live !cs probe on Balakaf
ahtUrhgan	AN_EMPTY_VESSEL	CONFIRMED	
ahtUrhgan	LUCK_OF_THE_DRAW	CONFIRMED	
ahtUrhgan	NO_STRINGS_ATTACHED	CONFIRMED	
ahtUrhgan	FINDING_FAULTS	DEFECT	header admits simplified: accept + immediate complete, 3 NM investigation skipped
ahtUrhgan	GIVE_PEACE_A_CHANCE	CONFIRMED	
ahtUrhgan	THE_ART_OF_WAR	DEFECT	header admits simplified: accept + immediate complete, 3 NM kills skipped
ahtUrhgan	A_TASTE_OF_HONEY	CONFIRMED	
ahtUrhgan	SUCH_SWEET_SORROW	CONFIRMED	
ahtUrhgan	FEAR_OF_THE_DARK_II	CONFIRMED	
ahtUrhgan	COOK_A_ROON	CONFIRMED	
ahtUrhgan	THE_DIE_IS_CAST	CONFIRMED	
ahtUrhgan	TWO_HORN_THE_SAVAGE	CONFIRMED	
ahtUrhgan	TOTOROONS_TREASURE_HUNT	DEFECT	header admits simplified: accept + immediate complete, fruit trade and ??? harvest skipped
ahtUrhgan	WHAT_FRIENDS_ARE_FOR	CONFIRMED	
ahtUrhgan	ROCK_BOTTOM	CONFIRMED	
ahtUrhgan	BEGINNINGS	CONFIRMED	BLU AF1
ahtUrhgan	OMENS	CONFIRMED	BLU AF2
ahtUrhgan	TRANSFORMATIONS	CONFIRMED	BLU AF3
ahtUrhgan	EQUIPPED_FOR_ALL_OCCASIONS	CONFIRMED	COR AF1
ahtUrhgan	NAVIGATING_THE_UNFRIENDLY_SEAS	PARTIAL	only Leypoint.lua step read
ahtUrhgan	AGAINST_ALL_ODDS	PARTIAL	only Arrapago_Reef/Zone.lua step read
ahtUrhgan	THE_WAYWARD_AUTOMATON	PARTIAL	only Caedarva_Toad.lua mob hook read
ahtUrhgan	OPERATION_TEATIME	PARTIAL	only Caedarva_Mire qm10.lua step read
ahtUrhgan	PUPPETMASTER_BLUES	CONFIRMED	PUP AF3
ahtUrhgan	MOMENT_OF_TRUTH	CONFIRMED	
ahtUrhgan	THREE_MEN_AND_A_CLOSET	CONFIRMED	
ahtUrhgan	FIVE_SECONDS_OF_FAME	NOT_IMPLEMENTED	deliberately inert; csids undecodable, needs live probe. Prior stub fired csid 150 = Imperial Coin Exchange
ahtUrhgan	THE_BEAST_WITHIN	CONFIRMED	BLU limit break
ahtUrhgan	BREAKING_THE_BONDS_OF_FATE	CONFIRMED	COR limit break
ahtUrhgan	SAGA_OF_THE_SKYSERPENT	CONFIRMED	
ahtUrhgan	ODE_TO_THE_SERPENTS	CONFIRMED	
ahtUrhgan	WHEN_THE_BOW_BREAKS	CONFIRMED	
ahtUrhgan	FIST_OF_THE_PEOPLE	CONFIRMED	
ahtUrhgan	SOOTHING_WATERS	CONFIRMED	
ahtUrhgan	EMBERS_OF_HIS_PAST	CONFIRMED	
ahtUrhgan	THE_PRANKSTER	CONFIRMED	
ahtUrhgan	DELIVERING_THE_GOODS	CONFIRMED	
ahtUrhgan	VANISHING_ACT	CONFIRMED	
ahtUrhgan	STRIKING_A_BALANCE	CONFIRMED	
ahtUrhgan	NOT_MEANT_TO_BE	CONFIRMED	
ahtUrhgan	LED_ASTRAY	CONFIRMED	
ahtUrhgan	RAT_RACE	CONFIRMED	
ahtUrhgan	THE_PRINCE_AND_THE_HOPPER	CONFIRMED	
ahtUrhgan	VW_OP_050_AHT_URGAN_ASSAULT	CONFIRMED	
ahtUrhgan	VW_OP_068_SUBTERRAINEAN_SKIRMISH	CONFIRMED	
ahtUrhgan	AN_IMPERIAL_HEIST	NOT_IMPLEMENTED	deliberately inert; offer csid never decoded. Mythic arc, see ODIN_MYTHIC_ARC_TODO.md
ahtUrhgan	DUTIES_TASKS_AND_DEEDS	NOT_IMPLEMENTED	deliberately inert; csid 210 does not exist in zone 53. Gates unbuildable
ahtUrhgan	FORGING_A_NEW_MYTH	NOT_IMPLEMENTED	deliberately inert; Zahak/Balrahn bosses and Mythic pipeline absent
ahtUrhgan	COMING_FULL_CIRCLE	NOT_IMPLEMENTED	deliberately inert; csid 230 does not exist in zone 53, no Mythic pipeline
ahtUrhgan	WAKING_THE_COLOSSUS	CONFIRMED	
ahtUrhgan	DIVINE_INTERFERENCE	CONFIRMED	
ahtUrhgan	THE_RIDER_COMETH	CONFIRMED	appraisal success rates are house numbers, flagged in header
ahtUrhgan	UNWAVERING_RESOLVE	NOT_IMPLEMENTED	deliberately inert; csid 310 does not exist in zone 50, Nashmeira rows all status 6
ahtUrhgan	A_STYGIAN_PACT	NOT_IMPLEMENTED	deliberately inert; csid 320 does not exist in zone 50
ahtUrhgan	PROMOTION_PRIVATE_FIRST_CLASS	CONFIRMED	
ahtUrhgan	PROMOTION_SUPERIOR_PRIVATE	CONFIRMED	
ahtUrhgan	PROMOTION_LANCE_CORPORAL	CONFIRMED	
ahtUrhgan	PROMOTION_CORPORAL	CONFIRMED	
ahtUrhgan	PROMOTION_SERGEANT	CONFIRMED	
ahtUrhgan	PROMOTION_SERGEANT_MAJOR	CONFIRMED	
ahtUrhgan	PROMOTION_CHIEF_SERGEANT	CONFIRMED	
ahtUrhgan	PROMOTION_SECOND_LIEUTENANT	CONFIRMED	
ahtUrhgan	PROMOTION_FIRST_LIEUTENANT	CONFIRMED	
ahtUrhgan	PROMOTION_CAPTAIN	CONFIRMED	
ahtUrhgan	SCOUTING_THE_ASHU_TALIF	DEFECT	header admits simplified: accept + immediate complete, Ashu Talif BCNM skipped
ahtUrhgan	ROYAL_PAINTER_ESCORT	DEFECT	header admits simplified: accept + immediate complete, Ashu Talif BCNM skipped
ahtUrhgan	TARGETING_THE_CAPTAIN	DEFECT	header admits simplified: accept + immediate complete, Ashu Talif BCNM skipped
outlands	THE_FIREBLOOM_TREE	CONFIRMED	
outlands	GREETINGS_TO_THE_GUARDIAN	CONFIRMED	
outlands	EVERYONES_GRUDGING	CONFIRMED	
outlands	YOU_CALL_THAT_A_KNIFE	CONFIRMED	
outlands	MISSIONARY_MAN	CONFIRMED	old-style, Rauteinot.lua
outlands	GULLIBLES_TRAVELS	CONFIRMED	
outlands	EVEN_MORE_GULLIBLES_TRAVELS	PARTIAL	only Blue_Rafflesia.lua step read
outlands	PERSONAL_HYGIENE	CONFIRMED	
outlands	THE_OPO_OPO_AND_I	PARTIAL	only Bubupp.lua step read
outlands	TRIAL_BY_FIRE	CONFIRMED	
outlands	CLOAK_AND_DAGGER	CONFIRMED	
outlands	A_DISCERNING_EYE	CONFIRMED	
outlands	TRIAL_SIZE_TRIAL_BY_FIRE	CONFIRMED	
outlands	VOIDWATCH_OPS_BORDER_CROSSING	CONFIRMED	
outlands	VW_OP_054_ELSHIMO_LIST	CONFIRMED	
outlands	VW_OP_101_DETOUR_TO_ZEPWELL	CONFIRMED	
outlands	VW_OP_115_LI_TELOR_VARIANT	CONFIRMED	
outlands	SKYWARD_HO_VOIDWATCHER	CONFIRMED	
outlands	FORGE_YOUR_DESTINY	CONFIRMED	
outlands	BLACK_MARKET	CONFIRMED	
outlands	STOP_YOUR_WHINING	CONFIRMED	
outlands	TRIAL_BY_WATER	CONFIRMED	
outlands	EVERYONES_GRUDGE	CONFIRMED	
outlands	SECRET_OF_THE_DAMP_SCROLL	CONFIRMED	
outlands	THE_SAHAGINS_STASH	CONFIRMED	header comment on line 4 says Quest ID 135, same as Secret of the Damp Scroll
outlands	ITS_NOT_YOUR_VAULT	CONFIRMED	old-style, Keal.lua
outlands	LIKE_A_SHINING_SUBLIGAR	CONFIRMED	
outlands	LIKE_SHINING_LEGGINGS	CONFIRMED	
outlands	THE_SACRED_KATANA	CONFIRMED	SAM AF1
outlands	YOMI_OKURI	CONFIRMED	SAM AF2
outlands	A_THIEF_IN_NORG	CONFIRMED	SAM AF3
outlands	TWENTY_IN_PIRATE_YEARS	CONFIRMED	old-style, Ryoma.lua
outlands	I_LL_TAKE_THE_BIG_BOX	CONFIRMED	old-style, Ryoma.lua + Selbina/Zone.lua
outlands	TRUE_WILL	PARTIAL	Ryoma.lua start + Kappa_Akuso.lua kill counter read
outlands	THE_POTENTIAL_WITHIN	CONFIRMED	
outlands	BUGI_SODEN	CONFIRMED	
outlands	TRIAL_SIZE_TRIAL_BY_WATER	CONFIRMED	
outlands	AN_UNDYING_PLEDGE	CONFIRMED	
outlands	WRATH_OF_THE_OPO_OPOS	CONFIRMED	
outlands	WANDERING_SOULS	CONFIRMED	
outlands	SOUL_SEARCHING	CONFIRMED	
outlands	DIVINE_MIGHT	CONFIRMED	
outlands	DIVINE_MIGHT_REPEAT	CONFIRMED	
outlands	OPEN_SESAME	CONFIRMED	
outlands	DONT_FORGET_THE_ANTIDOTE	CONFIRMED	
outlands	THE_MISSING_PIECE	CONFIRMED	
outlands	TRIAL_BY_WIND	CONFIRMED	
outlands	THE_KUFTAL_TOUR	CONFIRMED	
outlands	THE_IMMORTAL_LU_SHANG	CONFIRMED	
outlands	TRIAL_SIZE_TRIAL_BY_WIND	CONFIRMED	
outlands	CHASING_DREAMS	CONFIRMED	
outlands	THE_SEARCH_FOR_GOLDMANE	CONFIRMED	
outlands	INDOMITABLE_SPIRIT	CONFIRMED	
crystalWar	LOST_IN_TRANSLOCATION	CONFIRMED	
crystalWar	MESSAGE_ON_THE_WINDS	CONFIRMED	
crystalWar	THE_WEEKLY_ADVENTURER	CONFIRMED	
crystalWar	HEALING_HERBS	DEFECT	header admits simplified: accept + immediate complete
crystalWar	REDEEMING_ROCKS	PARTIAL	only Vunkerl_Inlet_[S] qm4.lua step read
crystalWar	THE_DAWN_OF_DELECTABILITY	CONFIRMED	
crystalWar	A_LITTLE_KNOWLEDGE	CONFIRMED	SCH unlock
crystalWar	THE_FIGHTING_FOURTH	CONFIRMED	
crystalWar	SNAKE_ON_THE_PLAINS	CONFIRMED	
crystalWar	STEAMED_RAMS	CONFIRMED	
crystalWar	SEEING_SPOTS	CONFIRMED	
crystalWar	THE_FLIPSIDE_OF_THINGS	CONFIRMED	
crystalWar	BETTER_PART_OF_VALOR	CONFIRMED	
crystalWar	FIRES_OF_DISCONTENT	CONFIRMED	
crystalWar	HAMMERING_HEARTS	CONFIRMED	
crystalWar	GIFTS_OF_THE_GRIFFON	CONFIRMED	
crystalWar	CLAWS_OF_THE_GRIFFON	CONFIRMED	
crystalWar	THE_TIGRESS_STIRS	CONFIRMED	
crystalWar	THE_TIGRESS_STRIKES	CONFIRMED	
crystalWar	LIGHT_IN_THE_DARKNESS	CONFIRMED	
crystalWar	BURDEN_OF_SUSPICION	CONFIRMED	
crystalWar	EVIL_AT_THE_INLET	CONFIRMED	old-style, Rodeupansat.lua
crystalWar	THE_FUMBLING_FRIAR	CONFIRMED	
crystalWar	REQUIEM_FOR_THE_DEPARTED	PARTIAL	only Pecca-Pocca.lua incense step read
crystalWar	BOY_AND_THE_BEAST	CONFIRMED	
crystalWar	WRATH_OF_THE_GRIFFON	CONFIRMED	
crystalWar	THE_LOST_BOOK	CONFIRMED	
crystalWar	KNOT_QUITE_THERE	CONFIRMED	
crystalWar	A_MANIFEST_PROBLEM	DEFECT	header admits simplified: accept + immediate complete
crystalWar	BEANS_AHOY	CONFIRMED	old-style, Thierride.lua
crystalWar	BEAST_FROM_THE_EAST	PARTIAL	header admits still simplified: wrong-item csids 76/77 not wired
crystalWar	THE_SWARM	DEFECT	header admits simplified: accept + immediate complete
crystalWar	ON_SABBATICAL	CONFIRMED	SCH AF1
crystalWar	DOWNWARD_HELIX	CONFIRMED	SCH AF2
crystalWar	SEEING_BLOOD_RED	DEFECT	header admits simplified: Indescript_Markings pickup and Ulbrecht fight collapsed into Erlene-only progression
crystalWar	STORM_ON_THE_HORIZON	CONFIRMED	
crystalWar	FIRE_IN_THE_HOLE	CONFIRMED	instance not implemented; handler correctly inert
crystalWar	PERILS_OF_THE_GRIFFON	CONFIRMED	
crystalWar	IN_A_HAZE_OF_GLORY	CONFIRMED	instance not implemented; handler correctly inert
crystalWar	WHEN_ONE_MAN_IS_NOT_ENOUGH	DEFECT	header admits simplified: accept + immediate complete
crystalWar	A_FEAST_FOR_GNATS	DEFECT	header admits simplified: accept + immediate complete
crystalWar	SAY_IT_WITH_A_HANDBAG	PARTIAL	only Kipopo.lua leather step read
crystalWar	QUELLING_THE_STORM	CONFIRMED	
crystalWar	HONOR_UNDER_FIRE	CONFIRMED	instance not implemented; handler correctly inert
crystalWar	THE_PRICE_OF_VALOR	CONFIRMED	
crystalWar	BONDS_THAT_NEVER_DIE	CONFIRMED	instance not implemented; handler correctly inert
crystalWar	THE_LONG_MARCH_NORTH	DEFECT	header admits simplified: accept + immediate complete
crystalWar	THE_FORBIDDEN_PATH	DEFECT	header admits simplified: accept + immediate complete
crystalWar	A_JEWELERS_LAMENT	PARTIAL	header admits still simplified: Bernhard cutscene and North Gustaberg ??? not wired
crystalWar	BENEATH_THE_MASK	CONFIRMED	
crystalWar	WHAT_PRICE_LOYALTY	CONFIRMED	instance not implemented; handler correctly inert
crystalWar	SONGBIRDS_IN_A_SNOWSTORM	CONFIRMED	
crystalWar	BLOOD_OF_HEROES	CONFIRMED	instance not implemented; handler correctly inert
crystalWar	SINS_OF_THE_MOTHERS	DEFECT	header admits simplified: accept + immediate complete
crystalWar	HOWL_FROM_THE_HEAVENS	DEFECT	header admits simplified: accept + immediate complete
crystalWar	SUCCOR_TO_THE_SIDHE	DEFECT	header admits simplified: accept + immediate complete
crystalWar	THE_YOUNG_AND_THE_THREADLESS	CONFIRMED	
crystalWar	SON_AND_FATHER	PARTIAL	header admits still simplified: Bronze Sword hand-off loop csids 159/161/162 not wired
crystalWar	THE_TRUTH_LIES_HID	CONFIRMED	
crystalWar	BONDS_OF_MYTHRIL	CONFIRMED	battlefield not implemented; handler correctly gated
crystalWar	CHASING_SHADOWS	CONFIRMED	
crystalWar	FACE_OF_THE_FUTURE	CONFIRMED	instance not implemented; handler correctly inert
crystalWar	MANIFEST_DESTINY	DEFECT	header admits simplified: accept + immediate complete
crystalWar	AT_JOURNEYS_END	DEFECT	header admits simplified: accept + immediate complete
crystalWar	HER_MEMORIES_HOMECOMING_QUEEN	CONFIRMED	
crystalWar	HER_MEMORIES_OLD_BEAN	CONFIRMED	implemented in Her_Memories_Homecoming_Queen.lua
crystalWar	HER_MEMORIES_THE_FAUX_PAS	CONFIRMED	implemented in Her_Memories_Homecoming_Queen.lua
crystalWar	HER_MEMORIES_THE_GRAVE_RESOLVE	CONFIRMED	implemented in Her_Memories_Homecoming_Queen.lua
crystalWar	HER_MEMORIES_OPERATION_CUPID	CONFIRMED	
crystalWar	HER_MEMORIES_CARNELIAN_FOOTFALLS	CONFIRMED	
crystalWar	HER_MEMORIES_AZURE_FOOTFALLS	CONFIRMED	
crystalWar	HER_MEMORIES_VERDURE_FOOTFALLS	DEFECT	header admits simplified: accept + immediate complete
crystalWar	HER_MEMORIES_OF_MALIGN_MALADIES	CONFIRMED	
crystalWar	CHAMPION_OF_THE_DAWN	DEFECT	header admits simplified: accept + immediate complete
crystalWar	THE_DAWN_ALSO_RISES	DEFECT	header admits simplified: accept + immediate complete
crystalWar	A_FORBIDDEN_REUNION	DEFECT	header admits simplified: accept + immediate complete
crystalWar	GUARDIAN_OF_THE_VOID	CONFIRMED	
crystalWar	DRAFTED_BY_THE_DUCHY	CONFIRMED	
crystalWar	BATTLE_ON_A_NEW_FRONT	CONFIRMED	
crystalWar	VOIDWALKER_OP_126	CONFIRMED	
crystalWar	A_CAIT_CALLS	CONFIRMED	
crystalWar	THE_TRUTH_IS_OUT_THERE	CONFIRMED	
crystalWar	REDRAFTED_BY_THE_DUCHY	CONFIRMED	
crystalWar	A_NEW_MENACE	CONFIRMED	blocked leg: Gwynn Ap Nudd has no mob_spawn_points row
crystalWar	NO_REST_FOR_THE_WEARY	CONFIRMED	Bulwark Gate has no cutscene program; plain interaction, documented
crystalWar	A_WORLD_IN_FLUX	CONFIRMED	
crystalWar	BETWEEN_A_ROCK_AND_RIFT	CONFIRMED	
crystalWar	A_FAREWELL_TO_FELINES	CONFIRMED	
crystalWar	THIRD_TOUR_OF_DUCHY	CONFIRMED	
crystalWar	GLIMMER_OF_HOPE	CONFIRMED	glimmer blocks are 1-byte stubs; plain KI swap, documented
crystalWar	BRACE_FOR_THE_UNKNOWN	CONFIRMED	
crystalWar	PROVENANCE	CONFIRMED	
crystalWar	CRYSTAL_GUARDIAN	CONFIRMED	
crystalWar	ENDINGS_AND_BEGINNINGS	CONFIRMED	
crystalWar	AD_INFINITUM	CONFIRMED	intentionally sectionless; never completes, per bg-wiki
abyssea	CATERING_CAPERS	CONFIRMED	
abyssea	GIFT_OF_LIGHT	CONFIRMED	header flags minigame success option value as unconfirmed
abyssea	FEAR_OF_THE_DARK_III	CONFIRMED	older upstream-style file, no bg-wiki header
abyssea	AN_EYE_FOR_REVENGE	CONFIRMED	
abyssea	UNBREAK_HIS_HEART	CONFIRMED	
abyssea	EXPLOSIVE_ENDEAVORS	CONFIRMED	
abyssea	THE_ANGLING_ARMORER	CONFIRMED	
abyssea	WATER_OF_LIFE	CONFIRMED	
abyssea	OUT_OF_TOUCH	CONFIRMED	Aaveleon csid 220 used but not documented in header
abyssea	LOST_MEMORIES	CONFIRMED	
abyssea	HOPE_BLOOMS_ON_THE_BATTLEFIELD	CONFIRMED	
abyssea	OF_MALNOURISHED_MARTELLOS	CONFIRMED	martello menu is client-masked; driven via printToPlayer per martello.lua precedent
abyssea	ROSE_ON_THE_HEATH	CONFIRMED	
abyssea	FULL_OF_HIMSELF_ALCHEMIST	CONFIRMED	
abyssea	THE_WALKING_WOUNDED	CONFIRMED	stale header note: prereq Full-of-Himself Alchemist is now implemented
abyssea	SHADY_BUSINESS_REDUX	CONFIRMED	
abyssea	ADDLED_MIND_UNDYING_DREAMS	CONFIRMED	
abyssea	THE_SOUL_OF_THE_MATTER	CONFIRMED	csids verified live; runs on soulgauger.lua
abyssea	SECRET_AGENT_MAN	CONFIRMED	stale header note: prereq The Soul of the Matter is now implemented
abyssea	PLAYING_PAPARAZZI	CONFIRMED	
abyssea	HIS_BOX_HIS_BELOVED	CONFIRMED	starfruit drop chance 25 is an invented rate; bg-wiki publishes none
abyssea	WEAPONS_NOT_WORRIES	CONFIRMED	
abyssea	CLEANSING_THE_CANYON	CONFIRMED	stale header note: martello_ops.lua now implements Refuel and Replenish
abyssea	SAVORY_SALVATION	CONFIRMED	
abyssea	BRINGING_DOWN_THE_MOUNTAIN	CONFIRMED	Baladanzo csid 334 used but not documented in header
abyssea	A_STERLING_SPECIMEN	CONFIRMED	
abyssea	FOR_LOVE_OF_A_DAUGHTER	CONFIRMED	
abyssea	SISTERS_IN_CRIME	CONFIRMED	
abyssea	WHEN_GOOD_CARDIANS_GO_BAD	CONFIRMED	csids verified live; multi-select report menu decoded
abyssea	TANGLING_WITH_TONGUE_TWISTERS	CONFIRMED	
abyssea	A_WARD_TO_END_ALL_WARDS	CONFIRMED	
abyssea	THE_BOXWATCHERS_BEHEST	CONFIRMED	conflux-failure branch implemented but not hooked into conflux script; documented
abyssea	HIS_BRIDGE_HIS_BELOVED	CONFIRMED	repeat cruor formula 150+(n-1)*233 is derived, not published
abyssea	BAD_COMMUNICATION	CONFIRMED	
abyssea	FAMILY_TIES	CONFIRMED	
abyssea	AQUA_PURA	CONFIRMED	
abyssea	AQUA_PURAGA	CONFIRMED	
abyssea	WHITHER_THE_WHISKER	CONFIRMED	
abyssea	SCATTERED_SHELLS_SCATTERED_MIND	CONFIRMED	
abyssea	WAYWARD_WARES	CONFIRMED	
abyssea	LOOKING_FOR_LOOKOUTS	CONFIRMED	
abyssea	FLOWN_THE_COOP	CONFIRMED	
abyssea	THREADBARE_TRIBULATIONS	CONFIRMED	seal drop rate 30 is owner-supplied, documented as such
abyssea	AN_OFFER_YOU_CANT_REFUSE	CONFIRMED	augment weights and seal rate owner-supplied, documented as such
abyssea	SOMETHING_IN_THE_AIR	CONFIRMED	gasponia stamen chance 35 unpublished, flagged in header
abyssea	AN_ACRIDIDAEN_ANODYNE	CONFIRMED	
abyssea	HAZY_PROSPECTS	CONFIRMED	csids verified live; miasma respawn 300s is our tuning
abyssea	FOR_WANT_OF_A_POT	NOT_IMPLEMENTED	no quest file; joiner mis-attributes Windurst_Waters/npcs/Ranpi-Monpi.lua on a comment match. Family_Ties gates on it
abyssea	MISSING_IN_ACTION	CONFIRMED	
abyssea	I_DREAM_OF_FLOWERS	CONFIRMED	
abyssea	DESTINY_ODYSSEY	CONFIRMED	
abyssea	UNIDENTIFIED_RESEARCH_OBJECT	CONFIRMED	
abyssea	COOKBOOK_OF_HOPE_RESTORING	CONFIRMED	only 2 of bg-wiki's 4 ??? spots exist in npc_list; documented as a placement gap
abyssea	SMOKE_OVER_THE_COAST	CONFIRMED	
abyssea	SOIL_AND_GREEN	CONFIRMED	fertilizer time limit 300s is our tuning; colour is rolled, documented
abyssea	DROPPING_THE_BOMB	CONFIRMED	moisture rejection rate 50 percent unpublished, documented
abyssea	WANTED_MEDICAL_SUPPLIES	CONFIRMED	csids verified live; KI granted on the shared pyxis path
abyssea	VOICES_FROM_BEYOND	CONFIRMED	
abyssea	BENEVOLENCE_LOST	CONFIRMED	
abyssea	BRUGAIRES_AMBITION	CONFIRMED	elixir combat effect is item behaviour, out of scope, documented
abyssea	CHOCOBO_PANIC	CONFIRMED	
abyssea	THE_EGG_ENTHUSIAST	CONFIRMED	carry limit 300s is our tuning; breakage modelled on HP loss plus time
abyssea	GETTING_LUCKY	CONFIRMED	two documented deviations: closes at Kurou-Morou not Cornelia, 2 of 3 Scuff Marks placed
abyssea	HER_FATHERS_LEGACY	CONFIRMED	
