bgwiki_title	category	state	impl_file	wiki_fetch	csid_check	start_npc_file	wiki_url
Borghertz's Healing Hands	Jeuno Quests	implemented	scripts/quests/jeuno/Borghertzs_Healing_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Healing_Hands
Borghertz's Loyal Hands	Jeuno Quests	implemented	scripts/quests/jeuno/Borghertzs_Loyal_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Loyal_Hands
Borghertz's Lurking Hands	Jeuno Quests	implemented	scripts/quests/jeuno/Borghertzs_Lurking_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Lurking_Hands
Borghertz's Shadowy Hands	Dark Knight Artifact Quests	implemented	scripts/quests/jeuno/Borghertzs_Shadowy_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Shadowy_Hands
Borghertz's Sneaky Hands	Jeuno Quests	implemented	scripts/quests/jeuno/Borghertzs_Sneaky_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Sneaky_Hands
Borghertz's Sorcerous Hands	Black Mage Artifact Quests	implemented	scripts/quests/jeuno/Borghertzs_Sorcerous_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Sorcerous_Hands
Borghertz's Stalwart Hands	Jeuno Quests	implemented	scripts/quests/jeuno/Borghertzs_Stalwart_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Stalwart_Hands
Borghertz's Striking Hands	Jeuno Quests	implemented	scripts/quests/jeuno/Borghertzs_Striking_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Striking_Hands
Borghertz's Vermillion Hands	Jeuno Quests	implemented	scripts/quests/jeuno/Borghertzs_Vermillion_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Vermillion_Hands
Borghertz's Warring Hands	Jeuno Quests	implemented	scripts/quests/jeuno/Borghertzs_Warring_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Warring_Hands
Borghertz's Wild Hands	Beastmaster Artifact Quests	implemented	scripts/quests/jeuno/Borghertzs_Wild_Hands.lua				https://www.bg-wiki.com/ffxi/Borghertz%27s_Wild_Hands
Boy and the Beast	Crystal War Quests	implemented	scripts/quests/crystalWar/Boy_and_the_Beast.lua		csids_ok		https://www.bg-wiki.com/ffxi/Boy_and_the_Beast
Brace for the Unknown	Crystal War Quests	MISSING					https://www.bg-wiki.com/ffxi/Brace_for_the_Unknown
Breaking Stones	Bastok Markets Quests	implemented	scripts/quests/bastok/Breaking_Stones.lua		csids_ok		https://www.bg-wiki.com/ffxi/Breaking_Stones
Breaking the Bonds of Fate	Aht Urhgan Quests	implemented	scripts/quests/ahtUrhgan/Breaking_the_Bonds_of_Fate.lua		csids_ok		https://www.bg-wiki.com/ffxi/Breaking_the_Bonds_of_Fate
Breaking the Ice	Adoulin Quests	implemented	scripts/quests/adoulin/Breaking_the_Ice.lua		csids_ok		https://www.bg-wiki.com/ffxi/Breaking_the_Ice
Brigand's Chart (Quest)	Repeatable Quests	implemented	scripts/globals/brigands_chart.lua				https://www.bg-wiki.com/ffxi/Brigand%27s_Chart_%28Quest%29
Bringing Down the Mountain	Abyssea - Tahrongi Quests	implemented	scripts/quests/abyssea/Bringing_Down_the_Mountain.lua		csids_ok		https://www.bg-wiki.com/ffxi/Bringing_Down_the_Mountain
Brothers in Arms	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Brothers_in_Arms.lua		csids_ok		https://www.bg-wiki.com/ffxi/Brothers_in_Arms
Brugaire's Ambition	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Brugaires_Ambition.lua		csids_ok		https://www.bg-wiki.com/ffxi/Brugaire%27s_Ambition
Brygid the Stylist	Bastok Markets Quests	implemented	scripts/quests/bastok/Brygid_the_Stylist.lua		csids_ok		https://www.bg-wiki.com/ffxi/Brygid_the_Stylist
Brygid the Stylist Returns	Bastok Markets Quests	implemented	scripts/quests/bastok/Brygid_the_Stylist_Returns.lua		csids_ok		https://www.bg-wiki.com/ffxi/Brygid_the_Stylist_Returns
Brygid the Stylist Strikes Back	Abyssea - Altepa Quests	MISSING					https://www.bg-wiki.com/ffxi/Brygid_the_Stylist_Strikes_Back
Buckets of Gold	Bastok Markets Quests	implemented	scripts/quests/bastok/Buckets_of_Gold.lua		csids_ok		https://www.bg-wiki.com/ffxi/Buckets_of_Gold
Bugi Soden	Norg Quests	implemented	scripts/quests/outlands/Bugi_Soden.lua		csids_ok		https://www.bg-wiki.com/ffxi/Bugi_Soden
Burden of Suspicion	Bastok Markets (S) Quests	implemented	scripts/quests/crystalWar/WOTG_BAS_4_Burden_of_Suspicion.lua		csids_ok		https://www.bg-wiki.com/ffxi/Burden_of_Suspicion
Cafe...teria	Adoulin Quests	MISSING					https://www.bg-wiki.com/ffxi/Cafe...teria
Can Cardians Cry?	Repeatable Quests	implemented	scripts/quests/windurst/Can_Cardians_Cry.lua		csids_ok		https://www.bg-wiki.com/ffxi/Can_Cardians_Cry%3F
Candle-making	Jeuno Quests	implemented	scripts/quests/jeuno/Candle_Making.lua		csids_ok		https://www.bg-wiki.com/ffxi/Candle-making
Carbuncle Debacle	Summoner Artifact Quests	implemented	scripts/battlefields/Cloister_of_Storms/carbuncle_debacle.lua				https://www.bg-wiki.com/ffxi/Carbuncle_Debacle
Cargo	Other Quests	implemented	scripts/quests/otherAreas/Cargo.lua		csids_ok		https://www.bg-wiki.com/ffxi/Cargo
Catch It If You Can!	Port Windurst Quests	implemented	scripts/quests/windurst/Catch_It_If_You_Can.lua		csids_ok		https://www.bg-wiki.com/ffxi/Catch_It_If_You_Can%21
Catering Capers	Abyssea - La Theine Quests	implemented	scripts/quests/abyssea/Catering_Capers.lua		csids_ok		https://www.bg-wiki.com/ffxi/Catering_Capers
Chacharoon's Cheer	Mog Garden Quests	MISSING				scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua	https://www.bg-wiki.com/ffxi/Chacharoon%27s_Cheer
Chameleon Capers	Fellowship Quests	MISSING					https://www.bg-wiki.com/ffxi/Chameleon_Capers
Champion of the Dawn	Avatar Quests	implemented	scripts/quests/crystalWar/Champion_of_the_Dawn.lua		CSID_MISSING(87:1320)		https://www.bg-wiki.com/ffxi/Champion_of_the_Dawn
Champions of Abyssea	Abyssea Quests	implemented	scripts/quests/abyssea/Champions_of_Abyssea.lua		csids_ok		https://www.bg-wiki.com/ffxi/Champions_of_Abyssea
Chasing Dreams	Outlands Quests	implemented	scripts/quests/outlands/Chasing_Dreams.lua		csids_ok		https://www.bg-wiki.com/ffxi/Chasing_Dreams
Chasing Quotas	Dragoon Artifact Quests	implemented	scripts/zones/Bastok_Markets/npcs/Ardea.lua				https://www.bg-wiki.com/ffxi/Chasing_Quotas
Chasing Shadows	Crystal War Quests	implemented	scripts/quests/crystalWar/Chasing_Shadows.lua		csids_ok		https://www.bg-wiki.com/ffxi/Chasing_Shadows
Chasing Tales	Windurst Quests	implemented	scripts/quests/windurst/Chasing_Tales.lua		csids_ok		https://www.bg-wiki.com/ffxi/Chasing_Tales
Child's Play	Jeuno Quests	implemented	scripts/quests/jeuno/Childs_Play.lua		csids_ok		https://www.bg-wiki.com/ffxi/Child%27s_Play
Children of the Rune	Additional Job Quests	MISSING				scripts/zones/Eastern_Adoulin/npcs/Octavien.lua	https://www.bg-wiki.com/ffxi/Children_of_the_Rune
Chips	Bastok Quests	implemented	scripts/quests/bastok/Chips.lua		csids_ok		https://www.bg-wiki.com/ffxi/Chips
Chocobilious	Windurst Quests	implemented	scripts/quests/windurst/Chocobilious.lua		csids_ok		https://www.bg-wiki.com/ffxi/Chocobilious
Chocobo Panic	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Chocobo_Panic.lua		csids_ok		https://www.bg-wiki.com/ffxi/Chocobo_Panic
Chocobo on the Loose!	Jeuno Quests	implemented	scripts/quests/jeuno/Chocobo_on_the_Loose.lua		csids_ok		https://www.bg-wiki.com/ffxi/Chocobo_on_the_Loose%21
Chocobo's Wounds	Jeuno Quests	implemented	scripts/quests/jeuno/Chocobos_Wounds.lua		csids_ok		https://www.bg-wiki.com/ffxi/Chocobo%27s_Wounds
Cid's Secret	Bastok Quests	implemented	scripts/quests/bastok/Cids_Secret.lua		csids_ok		https://www.bg-wiki.com/ffxi/Cid%27s_Secret
Clash of the Comrades	Fellowship Quests	MISSING					https://www.bg-wiki.com/ffxi/Clash_of_the_Comrades
Class Reunion	Summoner Artifact Quests	implemented	scripts/zones/Windurst_Waters/npcs/Fuepepe.lua				https://www.bg-wiki.com/ffxi/Class_Reunion
Classrooms Without Borders	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Classrooms_Without_Borders.lua		csids_ok		https://www.bg-wiki.com/ffxi/Classrooms_Without_Borders
Claws of the Griffon	Crystal War Quests	implemented	scripts/quests/crystalWar/Claws_of_the_Griffon.lua		csids_ok		https://www.bg-wiki.com/ffxi/Claws_of_the_Griffon
Cleansing the Canyon	Abyssea - Tahrongi Quests	implemented	scripts/quests/abyssea/Cleansing_the_Canyon.lua		csids_ok		https://www.bg-wiki.com/ffxi/Cleansing_the_Canyon
Cloak and Dagger	Kazham Quests	implemented	scripts/quests/outlands/Cloak_and_Dagger.lua		csids_ok		https://www.bg-wiki.com/ffxi/Cloak_and_Dagger
Coastal Chaos	Mog Garden Quests	MISSING				scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua	https://www.bg-wiki.com/ffxi/Coastal_Chaos
Collect Tarut Cards	Jeuno Quests	implemented	scripts/quests/jeuno/Collect_Tarut_Cards.lua		csids_ok		https://www.bg-wiki.com/ffxi/Collect_Tarut_Cards
Comeback Queen	Dancer Artifact Quests	implemented	scripts/quests/jeuno/DNC_AF3_Comeback_Queen.lua		csids_ok		https://www.bg-wiki.com/ffxi/Comeback_Queen
Coming Full Circle	Aht Urhgan Quests	implemented	scripts/quests/ahtUrhgan/Coming_Full_Circle.lua				https://www.bg-wiki.com/ffxi/Coming_Full_Circle
Community Service	Jeuno Quests	implemented	scripts/quests/jeuno/Community_Service.lua		csids_ok		https://www.bg-wiki.com/ffxi/Community_Service
Confessions of a Bellmaker	Other Quests	implemented	scripts/quests/otherAreas/Confessions_of_a_Bellmaker.lua		csids_ok		https://www.bg-wiki.com/ffxi/Confessions_of_a_Bellmaker
Cook's Pride	Jeuno Quests	implemented	scripts/quests/jeuno/Cooks_Pride.lua		csids_ok		https://www.bg-wiki.com/ffxi/Cook%27s_Pride
Cook-a-roon?	Aht Urhgan Quests	implemented	scripts/quests/ahtUrhgan/Cook-a-roon.lua		csids_ok		https://www.bg-wiki.com/ffxi/Cook-a-roon%3F
Cookbook of Hope Restoring	Abyssea - Misareaux Quests	MISSING					https://www.bg-wiki.com/ffxi/Cookbook_of_Hope_Restoring
Courtesy Crustacean	Mog Garden Quests	MISSING				scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua	https://www.bg-wiki.com/ffxi/Courtesy_Crustacean
Creepy Crawlies	Repeatable Quests	implemented	scripts/quests/windurst/Creepy_Crawlies.lua		csids_ok		https://www.bg-wiki.com/ffxi/Creepy_Crawlies
Crest of Davoi (Quest)	Jeuno Quests	implemented	scripts/quests/jeuno/Crest_of_Davoi.lua		csids_ok		https://www.bg-wiki.com/ffxi/Crest_of_Davoi_%28Quest%29
Crimson Carpet I (Attohwa)	Abyssea - Attohwa Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Crimson_Carpet_I_%28Attohwa%29
Crimson Carpet I (Misareaux)	Abyssea - Misareaux Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Crimson_Carpet_I_%28Misareaux%29
Crimson Carpet I (Vunkerl)	Abyssea - Vunkerl Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Crimson_Carpet_I_%28Vunkerl%29
Crimson Carpet II (Attohwa)	Abyssea - Attohwa Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Crimson_Carpet_II_%28Attohwa%29
Crimson Carpet II (Misareaux)	Abyssea - Misareaux Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Crimson_Carpet_II_%28Misareaux%29
Crimson Carpet II (Vunkerl)	Abyssea - Vunkerl Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Crimson_Carpet_II_%28Vunkerl%29
Cry Not, Caretaker	Mog Garden Quests	MISSING				scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua	https://www.bg-wiki.com/ffxi/Cry_Not%2C_Caretaker
Crying Over Onions	Port Windurst Quests	implemented	scripts/quests/windurst/SOB5_Crying_Over_Onions.lua		csids_ok		https://www.bg-wiki.com/ffxi/Crying_Over_Onions
Crystal Guardian	Crystal War Quests	MISSING					https://www.bg-wiki.com/ffxi/Crystal_Guardian
Curses, Foiled A-Golem!?	Windurst Quests	implemented	scripts/quests/windurst/Curses_Foiled_A_Golem.lua		csids_ok		https://www.bg-wiki.com/ffxi/Curses%2C_Foiled_A-Golem%21%3F
Curses, Foiled Again!	Windurst Quests	implemented	scripts/quests/windurst/Curses_Foiled_Again_1.lua		csids_ok		https://www.bg-wiki.com/ffxi/Curses%2C_Foiled_Again%21
Curses, Foiled...Again!?	Windurst Quests	implemented	scripts/quests/windurst/Curses_Foiled_Again_1.lua		csids_ok		https://www.bg-wiki.com/ffxi/Curses%2C_Foiled...Again%21%3F
Dances with Luopans	Additional Job Quests	MISSING				scripts/zones/Western_Adoulin/npcs/Sylvie.lua	https://www.bg-wiki.com/ffxi/Dances_with_Luopans
Dark Legacy	Bastok Quests	implemented	scripts/quests/bastok/DRK_AF1_Dark_Legacy.lua		csids_ok		https://www.bg-wiki.com/ffxi/Dark_Legacy
Dark Puppet	Bastok Quests	implemented	scripts/quests/bastok/DRK_AF2_Dark_Puppet.lua		csids_ok		https://www.bg-wiki.com/ffxi/Dark_Puppet
Dawn of Death	Abyssea Quests	implemented	scripts/quests/abyssea/Dawn_of_Death.lua		csids_ok		https://www.bg-wiki.com/ffxi/Dawn_of_Death
Deal with Tenshodo	Jeuno Quests	implemented	scripts/quests/jeuno/Deal_with_Tenshodo.lua		csids_ok		https://www.bg-wiki.com/ffxi/Deal_with_Tenshodo
Death and Rebirth	Abyssea Quests	implemented	scripts/quests/abyssea/Death_and_Rebirth.lua		csids_ok		https://www.bg-wiki.com/ffxi/Death_and_Rebirth
Delivering the Goods	Aht Urhgan Quests	implemented	scripts/quests/ahtUrhgan/Delivering_the_Goods.lua		csids_ok		https://www.bg-wiki.com/ffxi/Delivering_the_Goods
Desert Rain I (Attohwa)	Abyssea - Attohwa Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Desert_Rain_I_%28Attohwa%29
Desert Rain I (Misareaux)	Abyssea - Misareaux Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Desert_Rain_I_%28Misareaux%29
Desert Rain I (Vunkerl)	Abyssea - Vunkerl Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Desert_Rain_I_%28Vunkerl%29
Desert Rain II (Attohwa)	Abyssea - Attohwa Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Desert_Rain_II_%28Attohwa%29
Desert Rain II (Misareaux)	Abyssea - Misareaux Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Desert_Rain_II_%28Misareaux%29
Desert Rain II (Vunkerl)	Abyssea - Vunkerl Quests	implemented	scripts/zones/Abyssea-Attohwa/npcs/Resistance_Sapper.lua				https://www.bg-wiki.com/ffxi/Desert_Rain_II_%28Vunkerl%29
Destiny Odyssey	Abyssea - Misareaux Quests	implemented	scripts/quests/abyssea/Destiny_Odyssey.lua		csids_ok		https://www.bg-wiki.com/ffxi/Destiny_Odyssey
Destiny's Device	Adoulin Quests	implemented	scripts/quests/adoulin/Destinys_Device.lua				https://www.bg-wiki.com/ffxi/Destiny%27s_Device
Dhima Polevhia	Puppetmaster Artifact Quests	implemented	scripts/zones/Aht_Urhgan_Whitegate/npcs/Dhima_Polevhia.lua				https://www.bg-wiki.com/ffxi/Dhima_Polevhia
Did You Feel That?	Adoulin Quests	MISSING					https://www.bg-wiki.com/ffxi/Did_You_Feel_That%3F
Dirt Cheap	Adoulin Quests	implemented	scripts/quests/adoulin/Dirt_Cheap.lua		csids_ok		https://www.bg-wiki.com/ffxi/Dirt_Cheap
Disappointment Valley	Jeuno Quests	MISSING					https://www.bg-wiki.com/ffxi/Disappointment_Valley
Distant Loyalties	San d'Oria Quests	implemented	scripts/quests/sandoria/Distant_Loyalties.lua		csids_ok		https://www.bg-wiki.com/ffxi/Distant_Loyalties
Divine Interference	Aht Urhgan Quests	implemented	scripts/quests/ahtUrhgan/Divine_Interference.lua		CSID_MISSING(50:930,50:931,50:932)		https://www.bg-wiki.com/ffxi/Divine_Interference
Divine Might	Outlands Quests	implemented	scripts/quests/outlands/Divine_Might.lua		csids_ok		https://www.bg-wiki.com/ffxi/Divine_Might
Do Not Go Into the Light	Adoulin Quests	implemented	scripts/zones/Western_Adoulin/npcs/Chanteillie.lua				https://www.bg-wiki.com/ffxi/Do_Not_Go_Into_the_Light
Doctor Chacharoon	Mog Garden Quests	MISSING					https://www.bg-wiki.com/ffxi/Doctor_Chacharoon
Dominion Op 01 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_01.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_01_%28Altepa%29
Dominion Op 01 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_01.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_01_%28Grauberg%29
Dominion Op 01 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_01.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_01_%28Uleguerand%29
Dominion Op 02 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_02.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_02_%28Altepa%29
Dominion Op 02 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_02.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_02_%28Grauberg%29
Dominion Op 02 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_02.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_02_%28Uleguerand%29
Dominion Op 03 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_03.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_03_%28Altepa%29
Dominion Op 03 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_03.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_03_%28Grauberg%29
Dominion Op 03 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_03.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_03_%28Uleguerand%29
Dominion Op 04 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_04.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_04_%28Altepa%29
Dominion Op 04 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_04.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_04_%28Grauberg%29
Dominion Op 04 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_04.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_04_%28Uleguerand%29
Dominion Op 05 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_05.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_05_%28Altepa%29
Dominion Op 05 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_05.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_05_%28Grauberg%29
Dominion Op 05 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_05.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_05_%28Uleguerand%29
Dominion Op 06 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_06.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_06_%28Altepa%29
Dominion Op 06 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_06.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_06_%28Grauberg%29
Dominion Op 06 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_06.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_06_%28Uleguerand%29
Dominion Op 07 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_07.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_07_%28Altepa%29
Dominion Op 07 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_07.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_07_%28Grauberg%29
Dominion Op 07 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_07.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_07_%28Uleguerand%29
Dominion Op 08 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Altepa_Dominion_Op_08.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_08_%28Altepa%29
Dominion Op 08 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Altepa_Dominion_Op_08.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_08_%28Grauberg%29
Dominion Op 08 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Altepa_Dominion_Op_08.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_08_%28Uleguerand%29
Dominion Op 09 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Altepa_Dominion_Op_09.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_09_%28Altepa%29
Dominion Op 09 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Altepa_Dominion_Op_09.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_09_%28Grauberg%29
Dominion Op 09 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Altepa_Dominion_Op_09.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_09_%28Uleguerand%29
Dominion Op 10 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_10.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_10_%28Altepa%29
Dominion Op 10 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_10.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_10_%28Grauberg%29
Dominion Op 10 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_10.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_10_%28Uleguerand%29
Dominion Op 11 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_11.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_11_%28Altepa%29
Dominion Op 11 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_11.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_11_%28Grauberg%29
Dominion Op 11 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_11.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_11_%28Uleguerand%29
Dominion Op 12 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_12.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_12_%28Altepa%29
Dominion Op 12 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_12.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_12_%28Grauberg%29
Dominion Op 12 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_12.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_12_%28Uleguerand%29
Dominion Op 13 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_13.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_13_%28Altepa%29
Dominion Op 13 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_13.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_13_%28Grauberg%29
Dominion Op 13 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_13.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_13_%28Uleguerand%29
Dominion Op 14 (Altepa)	Abyssea - Altepa Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_14.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_14_%28Altepa%29
Dominion Op 14 (Grauberg)	Abyssea - Grauberg Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_14.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_14_%28Grauberg%29
Dominion Op 14 (Uleguerand)	Abyssea - Uleguerand Quests	implemented	scripts/quests/abyssea/Grauberg_Dominion_Op_14.lua				https://www.bg-wiki.com/ffxi/Dominion_Op_14_%28Uleguerand%29
Don't Clam Up on Me Now	Adoulin Quests	implemented	scripts/quests/adoulin/Dont_Clam_Up_on_Me_Now.lua		csids_ok		https://www.bg-wiki.com/ffxi/Don%27t_Clam_Up_on_Me_Now
Don't Ever Leaf Me	Adoulin Quests	implemented	scripts/zones/Western_Adoulin/npcs/Dewalt.lua				https://www.bg-wiki.com/ffxi/Don%27t_Ever_Leaf_Me
Don't Forget the Antidote	Outlands Quests	implemented	scripts/quests/outlands/Dont_Forget_the_Antidote.lua		csids_ok		https://www.bg-wiki.com/ffxi/Don%27t_Forget_the_Antidote
Donate to Recycling	Other Quests	implemented	scripts/quests/otherAreas/Donate_to_Recycling.lua		csids_ok		https://www.bg-wiki.com/ffxi/Donate_to_Recycling
Dormant Powers Dislodged	Jeuno Quests	implemented	scripts/quests/jeuno/LB09_1_Dormant_Powers_Dislodged.lua				https://www.bg-wiki.com/ffxi/Dormant_Powers_Dislodged
Downward Helix	Crystal War Quests	implemented	scripts/quests/crystalWar/SCH_AF2_Downward_Helix.lua		csids_ok		https://www.bg-wiki.com/ffxi/Downward_Helix
