log_area	enum_name	declared_id	client_id	client_title	bgwiki_title	impl_file	marker	verdict
bastok	SYNERGUSTIC_PURSUITS	89	89	BSクエスト89		scripts/quests/bastok/Synergistic_Pursuits.lua	+ Converted	CONFIRMED
bastok	THE_WONDROUS_WHATCHAMACALLIT	90	90	BSクエスト90	The Wondrous Whatchamacallit	scripts/quests/bastok/The_Wondrous_Whatchamacallit.lua	+ Converted	CONFIRMED
bastok	SYNERGISTIC_SUPPORT	91	91	BSクエスト91	Synergistic Support	scripts/quests/bastok/Synergistic_Support.lua	+ Converted	CONFIRMED
bastok	TRUST_BASTOK	92	92	BSクエスト92	Trust: Bastok	scripts/quests/bastok/Trust_Bastok.lua	+ Converted	CONFIRMED
windurst	HAT_IN_HAND	0	0	Hat in Hand	Hat in Hand	scripts/zones/Windurst_Waters/npcs/Baren-Moren.lua	+	CONFIRMED
windurst	A_FEATHER_IN_ONES_CAP	1	1	A Feather in One's Cap	A Feather in One's Cap	scripts/quests/windurst/A_Feather_in_Ones_Cap.lua	+ Converted	CONFIRMED
windurst	A_CRISIS_IN_THE_MAKING	2	2	A Crisis in the Making	A Crisis in the Making	scripts/quests/windurst/A_Crisis_in_the_Making.lua	+ Converted	CONFIRMED
windurst	MAKING_AMENDS	3	3	Making Amends	Making Amends	scripts/quests/windurst/Making_Amends.lua	+ Converted	CONFIRMED
windurst	MAKING_THE_GRADE	4	4	Making the Grade	Making the Grade	scripts/quests/windurst/Making_the_Grade.lua	+ Converted	CONFIRMED
windurst	IN_A_PICKLE	5	5	In a Pickle	In a Pickle	scripts/quests/windurst/In_a_Pickle.lua	+ Converted	CONFIRMED
windurst	WONDERING_MINSTREL	6	6	Wondering Minstrel	Wondering Minstrel	scripts/quests/windurst/Wondering_Minstrel.lua	+	CONFIRMED
windurst	A_POSE_BY_ANY_OTHER_NAME	7	7	A Pose by Any Other Name	A Pose by Any Other Name	scripts/quests/windurst/A_Pose_by_Any_Other_Name.lua	+ Converted	CONFIRMED
windurst	MAKING_AMENS	8	8	Making Amens!	Making Amens!	scripts/zones/Garlaige_Citadel/npcs/Mashira.lua	+	UNVERIFIED
windurst	THE_MOONLIT_PATH	9	9	The Moonlit Path	The Moonlit Path	scripts/zones/Windurst_Waters/npcs/Leepe-Hoppe.lua	+	CONFIRMED
windurst	STAR_STRUCK	10	10	Star Struck	Star Struck	scripts/quests/windurst/Star_Struck.lua	+ Converted	CONFIRMED
windurst	BLAST_FROM_THE_PAST	11	11	Blast from the Past	Blast from the Past	scripts/quests/windurst/Blast_from_the_Past.lua	+ Converted	CONFIRMED
windurst	A_SMUDGE_ON_ONES_RECORD	12	12	A Smudge on One's Record	A Smudge on One's Record	scripts/quests/windurst/A_Smudge_on_Ones_Record.lua	+ Converted	CONFIRMED
windurst	CHASING_TALES	13	13	Chasing Tales	Chasing Tales	scripts/quests/windurst/Chasing_Tales.lua	+ Converted	CONFIRMED
windurst	FOOD_FOR_THOUGHT	14	14	Food for Thought	Food for Thought	scripts/quests/windurst/Food_for_Thought.lua	+ Converted	CONFIRMED
windurst	OVERNIGHT_DELIVERY	15	15	Overnight Delivery	Overnight Delivery	scripts/quests/windurst/Overnight_Delivery.lua	+ Converted	CONFIRMED
windurst	WATER_WAY_TO_GO	16	16	Water Way to Go!	Water Way to Go!	scripts/quests/windurst/Water_Way_to_Go.lua	+ Converted	CONFIRMED
windurst	BLUE_RIBBON_BLUES	17	17	Blue Ribbon Blues	Blue Ribbon Blues	scripts/quests/windurst/Blue_Ribbon_Blues.lua	+ Converted	CONFIRMED
windurst	THE_ALL_NEW_C_3000	18	18	The All-New C-3000	The All-New C-3000	scripts/quests/windurst/The_All_New_C_3000.lua	+ Converted	CONFIRMED
windurst	THE_POSTMAN_ALWAYS_KOS_TWICE	19	19	The Postman Always K.O.'s Twice		scripts/zones/Windurst_Walls/npcs/Ambrosius.lua	+	CONFIRMED
windurst	EARLY_BIRD_CATCHES_THE_BOOKWORM	20	20	Early Bird Catches the Bookworm	Early Bird Catches the Bookworm	scripts/quests/windurst/Early_Bird_Catches_the_Bookworm.lua	+ Converted	CONFIRMED
windurst	CATCH_IT_IF_YOU_CAN	21	21	Catch It If You Can!	Catch It If You Can!	scripts/quests/windurst/Catch_It_If_You_Can.lua	+ Converted	CONFIRMED
windurst	ALL_AT_SEA	23	23	All at Sea	All at Sea	scripts/quests/windurst/All_At_Sea.lua	+ Converted	CONFIRMED
windurst	THE_ALL_NEW_C_2000	24	24	The All-New C-2000	The All-New C-2000	scripts/quests/windurst/The_All_New_C_2000.lua	+ Converted	CONFIRMED
windurst	MIHGOS_AMIGO	25	25	Mihgo's Amigo	Mihgo's Amigo	scripts/quests/windurst/Mihgos_Amigo.lua	+ Converted	CONFIRMED
windurst	ROCK_RACKETEER	26	26	Rock Racketeer	Rock Racketeer	scripts/quests/windurst/Rock_Racketeer.lua	+ Converted	CONFIRMED
windurst	CHOCOBILIOUS	27	27	Chocobilious	Chocobilious	scripts/quests/windurst/Chocobilious.lua	+ Converted	CONFIRMED
windurst	TEACHERS_PET	28	28	Teacher's Pet	Teacher's Pet	scripts/quests/windurst/Teachers_Pet.lua	+ Converted	CONFIRMED
windurst	REAP_WHAT_YOU_SOW	29	29	Reap What You Sow	Reap What You Sow	scripts/quests/windurst/Reap_What_You_Sow.lua	+ Converted	CONFIRMED
windurst	GLYPH_HANGER	30	30	Glyph Hanger	Glyph Hanger	scripts/quests/windurst/Glyph_Hanger.lua	+ Converted	CONFIRMED
windurst	THE_FANGED_ONE	31	31	The Fanged One	The Fanged One	scripts/quests/windurst/The_Fanged_One.lua	+ Converted	CONFIRMED
windurst	CURSES_FOILED_AGAIN_1	32	32	Curses, Foiled Again!	Curses, Foiled Again!	scripts/quests/windurst/Curses_Foiled_Again_1.lua	+ Converted	CONFIRMED
windurst	CURSES_FOILED_AGAIN_2	33	33	Curses, Foiled...Again!?	Curses, Foiled Again!	scripts/quests/windurst/Curses_Foiled_Again_2.lua	+ Converted	CONFIRMED
windurst	MANDRAGORA_MAD	34	34	Mandragora-Mad	Mandragora-Mad	scripts/quests/windurst/Mandragora_Mad.lua	+ Converted	CONFIRMED
windurst	TO_BEE_OR_NOT_TO_BEE	35	35	To Bee or Not to Bee?	To Bee or Not to Bee?	scripts/quests/windurst/To_Bee_or_Not_to_Bee.lua	+	CONFIRMED
windurst	TRUTH_JUSTICE_AND_THE_ONION_WAY	36	36	Truth, Justice, and the Onion Way!	Truth, Justice, and the Onion Way!	scripts/quests/windurst/SOB1_Truth_Justice_and_the_Onion_Way.lua	+ Converted	CONFIRMED
windurst	MAKING_HEADLINES	37	37	Making Headlines	Making Headlines	scripts/zones/Inner_Horutoto_Ruins/npcs/_5ca.lua	+	UNVERIFIED
windurst	SCOOPED	38	38	Scooped!	Scooped!	scripts/quests/windurst/Scooped.lua	+ Converted	CONFIRMED
windurst	CREEPY_CRAWLIES	39	39	Creepy Crawlies	Creepy Crawlies	scripts/quests/windurst/Creepy_Crawlies.lua	+ Converted	CONFIRMED
windurst	KNOW_ONES_ONIONS	40	40	Know One's Onions	Know One's Onions	scripts/quests/windurst/SOB2_Know_Ones_Onions.lua	+ Converted	CONFIRMED
windurst	INSPECTORS_GADGET	41	41	Inspector's Gadget!	Inspector's Gadget!	scripts/quests/windurst/SOB3_Inspectors_Gadget.lua	+ Converted	CONFIRMED
windurst	ONION_RINGS	42	42	Onion Rings	Onion Rings	scripts/quests/windurst/SOB4_Onion_Rings.lua	+ Converted	CONFIRMED
windurst	A_GREETING_CARDIAN	43	43	A Greeting Cardian	A Greeting Cardian	scripts/zones/Buburimu_Peninsula/npcs/Five_of_Spades.lua	+	UNVERIFIED
windurst	LEGENDARY_PLAN_B	44	44	Legendary Plan B	Legendary Plan B	scripts/quests/windurst/Legendary_Plan_B.lua	+ Converted	CONFIRMED
windurst	IN_A_STEW	45	45	In a Stew	In a Stew	scripts/quests/windurst/In_a_Stew.lua	+ Converted	CONFIRMED
windurst	LET_SLEEPING_DOGS_LIE	46	46	Let Sleeping Dogs Lie	Let Sleeping Dogs Lie	scripts/quests/windurst/Let_Sleeping_Dogs_Lie.lua	+ Converted	CONFIRMED
windurst	CAN_CARDIANS_CRY	47	47	Can Cardians Cry?	Can Cardians Cry?	scripts/quests/windurst/Can_Cardians_Cry.lua	+ Converted	CONFIRMED
windurst	WONDER_WANDS	48	48	Wonder Wands	Wonder Wands	scripts/zones/Port_Windurst/npcs/Goltata.lua	+	UNVERIFIED
windurst	HEAVEN_CENT	49	49	Heaven Cent	Heaven Cent	scripts/quests/windurst/Heaven_Cent.lua	+ Converted	CONFIRMED
windurst	SAY_IT_WITH_FLOWERS	50	50	Say It with Flowers	Say It with Flowers	scripts/quests/windurst/Say_It_With_Flowers.lua	+ Converted	CONFIRMED
windurst	HOIST_THE_JELLY_ROGER	51	51	Hoist the Jelly, Roger	Hoist the Jelly, Roger	scripts/quests/windurst/Hoist_the_Jelly_Roger.lua	+ Converted	CONFIRMED
windurst	SOMETHING_FISHY	52	52	Something Fishy	Something Fishy	scripts/quests/windurst/Something_Fishy.lua	+ Converted	CONFIRMED
windurst	TO_CATCH_A_FALLING_STAR	53	53	To Catch a Falling Star	To Catch a Falling Star	scripts/zones/Port_Windurst/npcs/Sigismund.lua	+	CONFIRMED
windurst	PAYING_LIP_SERVICE	60	60	Paying Lip Service	Paying Lip Service	scripts/quests/windurst/Paying_Lip_Service.lua	+ Converted	CONFIRMED
windurst	THE_AMAZIN_SCORPIO	61	61	The Amazin' Scorpio	The Amazin' Scorpio	scripts/quests/windurst/The_Amazin_Scorpio.lua	+ Converted	CONFIRMED
windurst	TWINSTONE_BONDING	62	62	Twinstone Bonding	Twinstone Bonding	scripts/quests/windurst/Twinstone_Bonding.lua	+ Converted	CONFIRMED
windurst	CURSES_FOILED_A_GOLEM	63	63	Curses, Foiled A-Golem!?	Curses, Foiled A-Golem!?	scripts/quests/windurst/Curses_Foiled_A_Golem.lua	+ Converted	CONFIRMED
windurst	ACTING_IN_GOOD_FAITH	64	64	Acting in Good Faith	Acting in Good Faith	scripts/quests/windurst/Acting_in_Good_Faith.lua	+ Converted	CONFIRMED
windurst	FLOWER_CHILD	65	65	Flower Child	Flower Child	scripts/quests/windurst/Flower_Child.lua	+ Converted	CONFIRMED
windurst	THE_THREE_MAGI	66	66	The Three Magi	The Three Magi	scripts/zones/Xarcabard/npcs/qm1.lua	+	CONFIRMED
windurst	RECOLLECTIONS	67	67	Recollections	Recollections	scripts/zones/Castle_Zvahl_Keep/npcs/_4i5.lua	+	CONFIRMED
windurst	THE_ROOT_OF_THE_PROBLEM	68	68	The Root of the Problem	The Root of the Problem	scripts/zones/Heavens_Tower/npcs/Chumimi.lua	+	CONFIRMED
windurst	THE_TENSHODO_SHOWDOWN	69	69	The Tenshodo Showdown	The Tenshodo Showdown	scripts/quests/windurst/THF_AF1_The_Tenshodo_Showdown.lua	+ Converted	CONFIRMED
windurst	AS_THICK_AS_THIEVES	70	70	As Thick as Thieves	As Thick as Thieves	scripts/quests/windurst/THF_AF2_As_Thick_as_Thieves.lua	+ Converted	CONFIRMED
windurst	HITTING_THE_MARQUISATE	71	71	Hitting the Marquisate	Hitting the Marquisate	scripts/quests/windurst/THF_AF3_Hitting_the_Marquisate.lua	+ Converted	CONFIRMED
windurst	SIN_HUNTING	72	72	Sin Hunting	Sin Hunting	scripts/zones/Windurst_Woods/npcs/Perih_Vashai.lua	+	CONFIRMED
windurst	FIRE_AND_BRIMSTONE	73	73	Fire and Brimstone	Fire and Brimstone	scripts/zones/Windurst_Woods/npcs/Perih_Vashai.lua	+	CONFIRMED
windurst	UNBRIDLED_PASSION	74	74	Unbridled Passion	Unbridled Passion	scripts/zones/Windurst_Woods/npcs/Perih_Vashai.lua	+	CONFIRMED
windurst	I_CAN_HEAR_A_RAINBOW	75	75	I Can Hear a Rainbow	I Can Hear a Rainbow	scripts/quests/windurst/SMN_I_Can_Hear_a_Rainbow.lua	+ Converted	CONFIRMED
windurst	CRYING_OVER_ONIONS	76	76	Crying Over Onions	Crying Over Onions	scripts/quests/windurst/SOB5_Crying_Over_Onions.lua	+ Converted	CONFIRMED
windurst	WILD_CARD	77	77	Wild Card	Wild Card (Quest)	scripts/quests/windurst/SOB6_Wild_Card.lua	+ Converted	CONFIRMED
windurst	THE_PROMISE	78	78	The Promise	The Promise	scripts/quests/windurst/SOB7_The_Promise.lua	+ Converted	CONFIRMED
windurst	NOTHING_MATTERS	79	79	Nothing Matters	Nothing Matters	scripts/quests/windurst/Nothing_Matters.lua	+ Converted	CONFIRMED
windurst	TORAIMARAI_TURMOIL	80	80	Toraimarai Turmoil	Toraimarai Turmoil	scripts/quests/windurst/Toraimarai_Turmoil.lua	+ Converted	CONFIRMED
windurst	THE_PUPPET_MASTER	81	81	The Puppet Master	The Puppet Master	scripts/quests/windurst/SMN_AF1_The_Puppet_Master.lua	+ Converted	CONFIRMED
windurst	CLASS_REUNION	82	82	Class Reunion	Class Reunion	scripts/zones/Windurst_Waters/npcs/Fuepepe.lua	+	UNVERIFIED
windurst	CARBUNCLE_DEBACLE	83	83	Carbuncle Debacle	Carbuncle Debacle	scripts/zones/Mhaura/npcs/Ripapa.lua	+	UNVERIFIED
windurst	ECO_WARRIOR	84	84	Eco-Warrior	Eco-Warrior	scripts/zones/Windurst_Waters/npcs/Lumomo.lua	+	CONFIRMED
windurst	FROM_SAPLINGS_GROW	85	85	From Saplings Grow	From Saplings Grow	scripts/quests/windurst/From_Saplings_Grow.lua	+ Converted	CONFIRMED
windurst	ORASTERY_WOES	86	86	Orastery Woes	Orastery Woes	scripts/quests/windurst/Orastery_Woes.lua	+ Converted	CONFIRMED
windurst	BLOOD_AND_GLORY	87	87	Blood and Glory	Blood and Glory	scripts/quests/windurst/Blood_and_Glory.lua	+ Converted	CONFIRMED
windurst	ESCORT_FOR_HIRE	88	88	Escort for Hire (Windurst)	Escort for Hire	scripts/quests/windurst/Escort_for_Hire.lua	+ Converted	CONFIRMED
windurst	A_DISCERNING_EYE	89	89	A Discerning Eye (Windurst)	A Discerning Eye (Bastok)	scripts/quests/windurst/A_Discerning_Eye.lua	+ Converted	CONFIRMED
windurst	TUNING_IN	90	90	Tuning In	Tuning In	scripts/quests/windurst/Tuning_In.lua	+ Converted	CONFIRMED
windurst	TUNING_OUT	91	91	Tuning Out	Tuning Out	scripts/zones/Windurst_Waters/npcs/Leepe-Hoppe.lua	+	CONFIRMED
windurst	ONE_GOOD_DEED	92	92	One Good Deed?	One Good Deed?	scripts/quests/windurst/One_Good_Deed.lua	+ Converted	CONFIRMED
windurst	WAKING_DREAMS	93	93	Waking Dreams	Waking Dreams	scripts/quests/windurst/Waking_Dreams.lua	+ Converted	CONFIRMED
windurst	LURE_OF_THE_WILDCAT	94	94	Lure of the Wildcat (Windurst)	Lure of the Wildcat	scripts/zones/Port_Windurst/npcs/Choyi_Totlihpa.lua	+ Converted	UNVERIFIED
windurst	BABBAN_NY_MHEILLEA	95	95	Windurst Quest #95	Babban Ny Mheillea	scripts/quests/windurst/Babban_Ny_Mheillea.lua	+ Converted	CONFIRMED
windurst	TRUST_WINDURST	96	96	Windurst Quest #96	Trust: Windurst	scripts/quests/windurst/Trust_Windurst.lua	+ Converted	CONFIRMED
jeuno	CREST_OF_DAVOI	0	0	Crest of Davoi	Crest of Davoi (Quest)	scripts/quests/jeuno/Crest_of_Davoi.lua	+ Converted	CONFIRMED
jeuno	SAVE_MY_SISTER	1	1	Save My Sister	Save My Sister	scripts/quests/jeuno/Save_My_Sister.lua	+ Converted	CONFIRMED
jeuno	A_CLOCK_MOST_DELICATE	2	2	A Clock Most Delicate	A Clock Most Delicate	scripts/quests/jeuno/A_Clock_Most_Delicate.lua	+ Converted	CONFIRMED
jeuno	SAVE_THE_CLOCK_TOWER	3	3	Save the Clock Tower	Save the Clock Tower	scripts/quests/jeuno/Save_the_Clock_Tower.lua	+ Converted	CONFIRMED
jeuno	CHOCOBOS_WOUNDS	4	4	Chocobo's Wounds	Chocobo's Wounds	scripts/quests/jeuno/Chocobos_Wounds.lua	+ Converted	CONFIRMED
jeuno	SAVE_MY_SON	5	5	Save My Son	Save My Son	scripts/quests/jeuno/Save_My_Son.lua	+ Converted	CONFIRMED
jeuno	A_CANDLELIGHT_VIGIL	6	6	A Candlelight Vigil	A Candlelight Vigil	scripts/quests/jeuno/A_Candlelight_Vigil.lua	+ Converted	CONFIRMED
jeuno	THE_WONDER_MAGIC_SET	7	7	The Wonder Magic Set	The Wonder Magic Set	scripts/zones/Lower_Jeuno/npcs/Naruru.lua	+	UNVERIFIED
jeuno	THE_KIND_CARDIAN	8	8	The Kind Cardian	The Kind Cardian	scripts/zones/Lower_Jeuno/npcs/Naruru.lua	+	UNVERIFIED
jeuno	YOUR_CRYSTAL_BALL	9	9	Your Crystal Ball	Your Crystal Ball	scripts/quests/jeuno/Your_Crystal_Ball.lua	+ Converted	CONFIRMED
jeuno	COLLECT_TARUT_CARDS	10	10	Collect Tarut Cards	Collect Tarut Cards	scripts/quests/jeuno/Collect_Tarut_Cards.lua	+ Converted	CONFIRMED
jeuno	THE_OLD_MONUMENT	11	11	The Old Monument	The Old Monument	scripts/quests/jeuno/The_Old_Monument.lua	+ Converted	CONFIRMED
jeuno	A_MINSTREL_IN_DESPAIR	12	12	A Minstrel in Despair	A Minstrel in Despair	scripts/quests/jeuno/A_Minstrel_In_Despair.lua	+ Converted	CONFIRMED
jeuno	RUBBISH_DAY	13	13	Rubbish Day	Rubbish Day	scripts/quests/jeuno/Rubbish_Day.lua	+ Converted	CONFIRMED
jeuno	NEVER_TO_RETURN	14	14	Never to Return	Never to Return	scripts/quests/jeuno/Never_to_Return.lua	+ Converted	CONFIRMED
jeuno	COMMUNITY_SERVICE	15	15	Community Service	Community Service	scripts/quests/jeuno/Community_Service.lua	+ Converted	CONFIRMED
jeuno	COOKS_PRIDE	16	16	Cook's Pride	Cook's Pride	scripts/quests/jeuno/Cooks_Pride.lua	+	CONFIRMED
jeuno	TENSHODO_MEMBERSHIP	17	17	Tenshodo Membership	Tenshodo Membership	scripts/quests/jeuno/Tenshodo_Membership.lua	+ Converted	CONFIRMED
jeuno	THE_LOST_CARDIAN	18	18	The Lost Cardian	The Lost Cardian	scripts/zones/Upper_Jeuno/npcs/Monberaux.lua	+	CONFIRMED
jeuno	PATH_OF_THE_BEASTMASTER	19	19	Path of the Beastmaster	Path of the Beastmaster	scripts/quests/jeuno/Path_of_the_Beastmaster.lua	+ Converted	CONFIRMED
jeuno	PATH_OF_THE_BARD	20	20	Path of the Bard	Path of the Bard	scripts/quests/jeuno/Path_of_the_Bard.lua	+ Converted	CONFIRMED
jeuno	THE_CLOCKMASTER	21	21	The Clockmaster	The Clockmaster	scripts/quests/jeuno/The_Clockmaster.lua	+ Converted	CONFIRMED
jeuno	CANDLE_MAKING	22	22	Candle-making	Candle-making	scripts/quests/jeuno/Candle_Making.lua	+ Converted	CONFIRMED
jeuno	CHILDS_PLAY	23	23	Child's Play	Child's Play	scripts/quests/jeuno/Childs_Play.lua	+ Converted	CONFIRMED
jeuno	NORTHWARD	24	24	Northward	Northward	scripts/quests/jeuno/Northward.lua	+ Converted	CONFIRMED
jeuno	THE_ANTIQUE_COLLECTOR	25	25	The Antique Collector	The Antique Collector	scripts/quests/jeuno/The_Antique_Collector.lua	+ Converted	CONFIRMED
jeuno	DEAL_WITH_TENSHODO	26	26	Deal with Tenshodo	Deal with Tenshodo	scripts/quests/jeuno/Deal_with_Tenshodo.lua	+ Converted	CONFIRMED
jeuno	THE_GOBBIEBAG_PART_I	27	27	The Gobbiebag Part I	The Gobbiebag Part I	scripts/quests/jeuno/The_Gobbiebag_Part_I.lua	+ Converted	CONFIRMED
jeuno	THE_GOBBIEBAG_PART_II	28	28	The Gobbiebag Part II	The Gobbiebag Part II	scripts/quests/jeuno/The_Gobbiebag_Part_II.lua	+ Converted	CONFIRMED
jeuno	THE_GOBBIEBAG_PART_III	29	29	The Gobbiebag Part III	The Gobbiebag Part III	scripts/quests/jeuno/The_Gobbiebag_Part_III.lua	+ Converted	CONFIRMED
jeuno	THE_GOBBIEBAG_PART_IV	30	30	The Gobbiebag Part IV	The Gobbiebag Part IV	scripts/quests/jeuno/The_Gobbiebag_Part_IV.lua	+ Converted	CONFIRMED
jeuno	MYSTERIES_OF_BEADEAUX_I	31	31	Mysteries of Beadeaux I	Mysteries of Beadeaux I	scripts/quests/jeuno/Mysteries_of_Beadeaux_I.lua	+ Converted	CONFIRMED
jeuno	MYSTERIES_OF_BEADEAUX_II	32	32	Mysteries of Beadeaux II	Mysteries of Beadeaux II	scripts/quests/jeuno/Mysteries_of_Beadeaux_II.lua	+ Converted	CONFIRMED
jeuno	MYSTERY_OF_FIRE	33	33	Mystery of Fire			+ Converted	MARKER_LIES
jeuno	MYSTERY_OF_WATER	34	34	Mystery of Water			+ Converted	MARKER_LIES
jeuno	MYSTERY_OF_EARTH	35	35	Mystery of Earth			+ Converted	MARKER_LIES
jeuno	MYSTERY_OF_WIND	36	36	Mystery of Wind			+ Converted	MARKER_LIES
jeuno	MYSTERY_OF_ICE	37	37	Mystery of Ice			+ Converted	MARKER_LIES
jeuno	MYSTERY_OF_LIGHTNING	38	38	Mystery of Lightning			+ Converted	MARKER_LIES
jeuno	MYSTERY_OF_LIGHT	39	39	Mystery of Light			+ Converted	MARKER_LIES
jeuno	MYSTERY_OF_DARKNESS	40	40	Mystery of Darkness			+ Converted	MARKER_LIES
jeuno	FISTFUL_OF_FURY	41	41	Fistful of Fury	Fistful of Fury	scripts/quests/jeuno/Fistful_of_Fury.lua	+ Converted	CONFIRMED
jeuno	THE_GOBLIN_TAILOR	42	42	The Goblin Tailor	The Goblin Tailor	scripts/quests/jeuno/The_Goblin_Tailor.lua	+ Converted	CONFIRMED
jeuno	PRETTY_LITTLE_THINGS	43	43	Pretty Little Things	Pretty Little Things	scripts/quests/jeuno/Pretty_Little_Things.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_WARRING_HANDS	44	44	Borghertz's Warring Hands	Borghertz's Warring Hands	scripts/quests/jeuno/Borghertzs_Warring_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_STRIKING_HANDS	45	45	Borghertz's Striking Hands	Borghertz's Striking Hands	scripts/quests/jeuno/Borghertzs_Striking_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_HEALING_HANDS	46	46	Borghertz's Healing Hands	Borghertz's Healing Hands	scripts/quests/jeuno/Borghertzs_Healing_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_SORCEROUS_HANDS	47	47	Borghertz's Sorcerous Hands	Borghertz's Sorcerous Hands	scripts/quests/jeuno/Borghertzs_Sorcerous_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_VERMILLION_HANDS	48	48	Borghertz's Vermillion Hands	Borghertz's Vermillion Hands	scripts/quests/jeuno/Borghertzs_Vermillion_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_SNEAKY_HANDS	49	49	Borghertz's Sneaky Hands	Borghertz's Sneaky Hands	scripts/quests/jeuno/Borghertzs_Sneaky_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_STALWART_HANDS	50	50	Borghertz's Stalwart Hands	Borghertz's Stalwart Hands	scripts/quests/jeuno/Borghertzs_Stalwart_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_SHADOWY_HANDS	51	51	Borghertz's Shadowy Hands	Borghertz's Shadowy Hands	scripts/quests/jeuno/Borghertzs_Shadowy_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_WILD_HANDS	52	52	Borghertz's Wild Hands	Borghertz's Wild Hands	scripts/quests/jeuno/Borghertzs_Wild_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_HARMONIOUS_HANDS	53	53	Borghertz's Harmonious Hands	Borghertz's Harmonious Hands	scripts/quests/jeuno/Borghertzs_Harmonious_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_CHASING_HANDS	54	54	Borghertz's Chasing Hands	Borghertz's Chasing Hands	scripts/quests/jeuno/Borghertzs_Chasing_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_LOYAL_HANDS	55	55	Borghertz's Loyal Hands	Borghertz's Loyal Hands	scripts/quests/jeuno/Borghertzs_Loyal_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_LURKING_HANDS	56	56	Borghertz's Lurking Hands	Borghertz's Lurking Hands	scripts/quests/jeuno/Borghertzs_Lurking_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_DRAGON_HANDS	57	57	Borghertz's Dragon Hands	Borghertz's Dragon Hands	scripts/quests/jeuno/Borghertzs_Dragon_Hands.lua	+ Converted	CONFIRMED
jeuno	BORGHERTZS_CALLING_HANDS	58	58	Borghertz's Calling Hands	Borghertz's Calling Hands	scripts/quests/jeuno/Borghertzs_Calling_Hands.lua	+ Converted	CONFIRMED
jeuno	AXE_THE_COMPETITION	59	59	Axe the Competition	Axe the Competition	scripts/quests/jeuno/Axe_the_Competition.lua	+ Converted	CONFIRMED
jeuno	WINGS_OF_GOLD	60	60	Wings of Gold	Wings of Gold	scripts/quests/jeuno/Wings_of_Gold.lua	+ Converted	CONFIRMED
jeuno	SCATTERED_INTO_SHADOW	61	61	Scattered Into Shadow	Scattered Into Shadow	scripts/quests/jeuno/Scattered_into_Shadow.lua	+ Converted	CONFIRMED
jeuno	A_NEW_DAWN	62	62	A New Dawn	A New Dawn	scripts/zones/The_Eldieme_Necropolis/mobs/Sturm.lua	+	UNVERIFIED
jeuno	PAINFUL_MEMORY	63	63	Painful Memory	Painful Memory	scripts/quests/jeuno/Painful_Memory.lua	+ Converted	CONFIRMED
jeuno	THE_REQUIEM	64	64	The Requiem	The Requiem	scripts/zones/Lower_Jeuno/npcs/Mataligeat.lua	+	UNVERIFIED
jeuno	THE_CIRCLE_OF_TIME	65	65	The Circle of Time	The Circle of Time	scripts/zones/Monastic_Cavern/npcs/Altar.lua	+	UNVERIFIED
jeuno	SEARCHING_FOR_THE_RIGHT_WORDS	66	66	Searching for the Right Words	Searching for the Right Words	scripts/zones/Lower_Jeuno/npcs/Chululu.lua	+	UNVERIFIED
jeuno	BEAT_AROUND_THE_BUSHIN	67	67	Beat Around the Bushin	Beat Around the Bushin	scripts/zones/Lower_Jeuno/npcs/Vola.lua	+	UNVERIFIED
jeuno	DUCAL_HOSPITALITY	68	68	Ducal Hospitality	Ducal Hospitality	scripts/quests/jeuno/Ducal_Hospitality.lua	+ Converted	CONFIRMED
jeuno	IN_THE_MOOD_FOR_LOVE	69	69	In the Mood for Love	In the Mood for Love	scripts/quests/jeuno/In_the_Mood_for_Love.lua	+ Converted	CONFIRMED
jeuno	EMPTY_MEMORIES	70	70	Empty Memories	Empty Memories	scripts/quests/jeuno/Empty_Memories.lua	+ Converted	CONFIRMED
jeuno	HOOK_LINE_AND_SINKER	71	71	Hook, Line, and Sinker	Hook, Line, and Sinker	scripts/quests/jeuno/Hook_Line_and_Sinker.lua	+ Converted	CONFIRMED
jeuno	A_CHOCOBOS_TALE	72	72	A Chocobo's Tale	A Chocobo's Tale	scripts/quests/jeuno/A_Chocobos_Tale.lua	+ Converted	CONFIRMED
jeuno	A_REPUTATION_IN_RUINS	73	73	A Reputation in Ruins	A Reputation in Ruins	scripts/quests/jeuno/A_Reputation_in_Ruins.lua	+ Converted	UNVERIFIED
jeuno	THE_GOBBIEBAG_PART_V	74	74	The Gobbiebag Part V	The Gobbiebag Part V	scripts/quests/jeuno/The_Gobbiebag_Part_V.lua	+ Converted	CONFIRMED
